"cues","AFSS","BOI","Concrete","SUBTLEX","AoA","Length","QSS","Animacy","n.unique","n.unique.affordance","total.affordance"
"pendant",22,5.791666667,4.75,1.6721,10.3,7,NA,NA,32,24,42
"penknife",33,5.833333333,4.83,0.9542,11.61,8,NA,NA,30,26,85
"pennant",24,5.153846154,4.37,1.5911,11.47,7,NA,NA,26,21,39
"penny",35,6.448275862,4.83,3.0934,4.67,5,12,NA,37,33,85
"penthouse",46,4.333333333,4.36,2.3655,13.11,9,NA,NA,28,25,91
"peony",36,4.333333333,4.48,0.4771,12.27,5,NA,NA,27,24,92
"people",56,6.076923077,4.82,4.7501,3.52,6,18,684,33,29,93
"pepper",38,5.875,4.59,2.6532,5.47,6,6,239,36,36,103
"peppercorn",20,5.181818182,4.89,0.8451,11.42,10,NA,NA,34,26,53
"peppermint",29,5.391304348,4.43,1.8573,5.7,10,NA,NA,26,24,61
"pepperoni",19,5.875,5,2.1206,6.21,9,5,NA,29,26,60
"perfume",34,4.96,4.66,2.7664,7.06,7,12,NA,36,35,95
"periscope",25,4.653846154,4.78,1.8513,10.16,9,13,NA,27,27,43
"peroxide",17,4.555555556,4.93,1.7482,9.84,8,15,NA,27,25,40
"person",54,6.12,4.72,4.0357,4.67,6,14,681,34,31,96
"perspiration",25,4.826086957,4.81,1.4472,10.32,12,NA,NA,28,23,37
"pet",53,6.214285714,4.71,3.0128,4.05,3,11,681,39,35,120
"petal",45,5.75,4.57,1.6628,6.33,5,NA,NA,26,21,52
"phalanges",56,4.35,4.61,1.2553,NA,9,NA,NA,27,20,92
"pharmacist",35,5.041666667,4.03,1.8976,8.79,10,NA,NA,37,24,57
"pharmacy",35,5.083333333,4.78,2.2455,8.79,8,NA,NA,30,22,62
"phone",54,6.5,4.86,4.1385,4.11,5,10,104,26,25,121
"phonograph",41,4.423076923,4.59,1.7559,9.18,10,NA,NA,30,27,69
"photocopier",25,6.12,4.72,0.4771,10.22,11,NA,NA,27,26,64
"photocopy",27,4.260869565,4.5,1.2041,11,9,NA,NA,28,23,55
"photograph",39,5.875,4.89,2.7634,6.68,10,NA,NA,26,22,77
"physician",39,5.12,4.65,2.4969,8.68,9,4,695,33,29,75
"physiologist",40,4.75,4.25,0.7782,15.32,12,NA,NA,27,27,58
"piano",24,6.166666667,4.9,3.1035,5.5,5,14,124,27,24,56
"piccolo",34,4.956521739,4.71,1.8195,NA,7,NA,NA,34,30,71
"pickaxe",24,5.333333333,4.93,0.9542,NA,7,NA,NA,26,23,55
"pickle",38,5.730769231,4.64,2.3729,6.05,6,15,241,33,30,77
"picnicker",25,4.458333333,4.32,0.301,8.42,9,NA,NA,26,20,42
"picture",44,5.32,4.52,3.8489,4.05,7,11,122,26,24,80
"picture frame",40,NA,4.61,NA,NA,13,NA,NA,30,29,88
"pie",43,5.869565217,4.92,3.1664,3.67,3,21,NA,39,38,126
"piercing",38,5,4.15,1.8513,NA,8,NA,NA,36,30,61
"pig",37,4.56,5,3.3004,3.84,3,22,677,29,27,73
"piglet",38,4.68,4.93,2.0374,5.68,6,NA,NA,26,20,70
"pigtail",25,4.958333333,4.67,0.9542,5.89,7,NA,NA,35,19,37
"pike",44,4.590909091,4.25,2.3711,12.06,4,11,NA,27,25,69
"pilaf",28,4.7,4.2,1.0414,12.25,5,NA,NA,26,24,55
"pill",31,6.36,4.72,2.781,6.06,4,14,NA,32,26,61
"pillar",26,5.041666667,4.77,1.9138,8.26,6,NA,NA,36,33,61
"pillow",36,6.391304348,5,2.7649,3.47,6,14,112,28,28,87
"pillowcase",38,5.92,4.93,1.5315,5.15,10,NA,NA,33,31,83
"pilot",27,4.52173913,4.67,3.1339,6.32,5,8,664,28,27,56
"pimento",44,4.769230769,4.64,0.699,NA,7,NA,NA,26,24,72
"pimple",28,5.72,4.77,1.9345,9.57,6,13,300,34,31,68
"pin",35,5.88,4.92,2.9222,4.53,3,15,NA,25,24,58
"pinball",29,5.782608696,4.48,1.8976,6.95,7,NA,NA,28,25,51
"pincushion",31,5.260869565,4.69,1,8.56,10,NA,NA,32,28,60
"pine",34,4.347826087,4.37,2.5011,5.53,4,7,496,34,25,58
"pineapple",32,6.304347826,4.94,2.1173,6.25,9,NA,NA,32,28,78
"pinecone",40,5.821428571,4.85,1.1461,4.61,8,NA,NA,37,32,87
"pinewood",26,4.541666667,4.74,1.2041,NA,8,NA,NA,27,24,53
"pinkie",45,5.260869565,4.39,1.9345,3.21,6,NA,NA,34,26,68
"pinwheel",36,5.8,4.66,0.9031,7.63,8,NA,NA,35,29,73
"pipe",32,5.653846154,4.88,2.9956,8.17,4,15,108,26,25,53
"pistachio",46,5.541666667,4.93,1.8921,8.74,9,NA,NA,39,35,107
"pistol",38,5.260869565,4.89,2.711,7.28,6,10,135,27,25,85
"pitcher",24,5.259259259,4.93,2.2201,6.42,7,12,335,28,25,67
"pitchfork",37,5.681818182,5,1.5563,6.89,9,14,NA,26,22,63
"pizza",36,6.541666667,5,3.233,4.67,5,14,NA,28,27,91
"placard",42,4.458333333,4.46,0.8451,12.27,7,NA,NA,28,23,59
"placenta",35,4.28,4.79,1.3979,12.06,8,NA,NA,29,23,55
"plaintiff",29,4.375,3.9,2.2742,12.33,9,NA,NA,37,22,43
"plane",47,5.458333333,4.92,3.6878,4.95,5,12,108,37,37,114
"plank",36,4.92,5,2.0212,7.84,5,NA,NA,27,25,67
"planner",33,4.916666667,3.61,1.9243,9.05,7,NA,NA,27,24,67
"plant",38,5.652173913,4.76,3.1489,3.95,5,14,590,28,25,78
"plantain",25,5.409090909,4.42,0.301,12.8,8,NA,NA,27,21,58
"planter",20,4.666666667,4.61,1.5185,7.68,7,NA,NA,26,22,44
"plaque",40,4.52,4.7,2.0294,7.39,6,13,NA,29,23,46
"plaster",21,4.4,4.59,2.1303,9.16,7,20,NA,28,22,40
"plastic",34,5.04,4.79,2.9814,5.11,7,23,NA,57,49,153
"plate",36,5.590909091,4.77,3.1169,3.84,5,12,119,31,27,90
"platform",27,4.579514825,4.48,2.4969,7.83,8,12,100,30,24,57
"platter",28,5.75,4.93,2.1761,8.68,7,NA,NA,29,26,67
"player",37,4.72,4.15,3.2849,6.89,6,20,660,35,23,57
"playground",34,4.695652174,4.77,2.4166,4.28,10,12,NA,34,34,100
"playhouse",24,4.869565217,4.72,1.5315,5.17,9,NA,NA,28,24,52
"playroom",26,4.52,4.71,1.6232,6.11,8,NA,NA,34,26,59
"playsuit",35,5.36,3.96,0.301,8.64,8,NA,NA,29,24,67
"plaything",31,4.92,3.68,1.415,8.17,9,11,NA,27,24,54
"playwright",26,4.28,3.56,1.8633,10.44,10,NA,NA,26,25,46
"plexiglas",25,5.041666667,4.8,1.2041,NA,9,NA,NA,27,22,44
"pliers",41,6.086956522,4.93,1.7782,7,6,16,108,36,36,89
"plow",36,5,4.46,1.9868,7.11,4,17,NA,34,29,74
"plug",25,5.875,4.64,2.7259,6.05,4,25,NA,29,21,48
"plum",34,5.62962963,4.85,2.243,5.5,4,13,452,28,26,72
"plumber",28,4.44,4.63,2.3617,8.56,7,14,689,30,25,49
"plywood",35,4.807692308,4.82,1.3802,9.38,7,NA,NA,32,29,80
"pocket",22,5.407407407,4.68,3.2605,4.74,6,18,107,24,23,53
"pocketbook",16,5.884615385,5,1.8865,9.35,10,7,NA,30,25,45
"pocketknife",38,5.692307692,4.93,1.2553,5.94,11,NA,NA,36,35,97
"podiatrist",34,4.791666667,4.63,1.0414,15.5,10,NA,NA,30,22,47
"poet",28,4.565217391,4.36,2.673,8.61,4,17,648,29,28,60
"poinsettia",34,5.347826087,4.92,0.6021,8.89,10,NA,NA,31,28,71
"poker",39,4.590909091,4.2,2.9138,9.1,5,10,NA,31,27,68
"pole",36,5.32,4.66,2.8082,5.63,4,14,100,31,26,70
"police",50,4.739130435,4.79,4.0808,5.05,6,19,NA,35,32,93
"policeman",39,5.428571429,4.93,2.7774,4.44,9,25,669,30,25,61
"policewoman",42,4.904761905,4.89,1.3802,6.37,11,NA,NA,34,27,62
"politician",40,4.409090909,4.33,2.2253,9.11,10,17,685,28,22,54
"polyester",30,5.086956522,4.12,1.8062,10.16,9,21,NA,35,25,56
"pomegranate",39,5.391304348,4.86,1.1461,11.17,11,NA,NA,34,34,107
"pompom",27,5.16,4.68,0.9031,8.5,6,NA,NA,34,31,79
"poncho",35,5.458333333,4.97,1.6532,8.84,6,NA,NA,39,34,85
"pond",41,4.5,4.9,2.5105,5.16,4,8,NA,26,22,70
"pony",39,5.375,4.9,2.617,5.39,4,5,696,28,25,85
"pooch",26,5.045454545,4.32,1.8261,7.67,5,NA,NA,27,21,55
"poodle",36,5.652173913,4.89,2.1644,6.53,6,NA,NA,27,20,62
"pool",34,6.041666667,4.77,3.3797,5.15,4,13,119,34,32,94
"poop",41,5.88,4.83,2.4564,4,4,NA,NA,26,23,52
"popcorn",47,6,5,2.6684,4.17,7,10,NA,38,34,121
"porch",38,4.44,4.92,2.692,5.4,5,15,NA,36,35,106
"pork",31,4.916666667,4.79,2.7308,5.63,4,10,322,26,24,71
"porridge",35,4.80952381,4.89,1.6335,6.35,8,NA,NA,37,33,87
"portfolio",50,4.8,4,2.0212,13.84,9,NA,NA,38,29,66
"portrait",36,4.272727273,4.9,2.444,7.61,8,9,104,28,23,75
"postage",28,4.32,4.37,1.6902,8.33,7,6,NA,34,30,63
"postcard",43,5.76,4.93,2.3263,6.74,8,NA,NA,28,24,72
"poster",44,5.583333333,4.66,2.4857,8.12,6,NA,NA,32,31,103
"postman",33,4.913043478,4.74,2.1106,5.22,7,NA,NA,34,33,77
"postmaster",37,5.2,4.59,1.2553,11.32,10,NA,NA,29,27,63
"pot",49,6.16,4.81,3.0607,5.95,3,15,NA,38,37,113
"potato",35,5.6,4.85,2.7612,4.84,6,23,517,32,29,104
"potboiler",20,4.84,4.16,0.301,12.92,9,NA,NA,25,24,52
"potpourri",18,5.333333333,4.59,1.3979,10.15,9,NA,NA,25,21,35
"pottery",35,5.458333333,4.72,1.9777,7.83,7,19,NA,28,26,64
"potty",20,5.037037037,4.12,1.9395,2.28,5,NA,NA,26,21,37
"pouch",24,5.178571429,4.5,1.9445,6.56,5,11,NA,25,20,44
"poultry",44,4.826086957,4.72,1.716,8.39,7,NA,NA,29,20,82
"powder",46,5.416666667,4.76,2.9133,5.06,6,17,NA,33,28,77
"powderpuff",41,4.923076923,4.35,0.301,10.56,10,NA,NA,31,25,61
"powerboat",35,5.782608696,4.76,0.699,8.47,9,NA,NA,35,34,74
"practitioner",36,4.5,3.89,1.6435,13.61,12,NA,NA,27,23,52
"prankster",24,4.642857143,3.59,1.0792,8.58,9,NA,NA,28,25,51
"preschooler",31,4.409090909,4.33,0.4771,NA,11,NA,NA,29,25,65
"present",34,4.32,3.39,3.6593,4.83,7,12,NA,26,23,71
"pretzel",30,6.04,4.74,2.0128,5,7,NA,NA,25,22,70
"priest",25,4.56,4.77,3.1261,7.1,6,13,658,25,21,50
"primate",41,4.375,4.5,1.5563,9.32,7,13,680,43,34,91
"primrose",32,4.368421053,4.08,1.3222,12.53,8,NA,NA,33,23,48
"printout",49,5.2,4.53,1.5563,11.56,8,NA,NA,27,24,84
"prisoner",47,4.307692308,4.11,3.0722,8,8,16,652,32,25,68
"prize",28,4.916666667,4.45,3.058,5.11,5,14,127,29,26,56
"produce",32,5.565217391,3.31,2.752,7.75,7,17,NA,29,21,78
"programmer",31,4.695652174,3.86,1.7559,13.28,10,NA,NA,28,23,47
"projector",25,5.086956522,4.64,1.7993,7.16,9,NA,NA,29,24,49
"proofreader",36,4.36,3.82,0.301,9.83,11,NA,NA,35,31,70
"prop",37,5.125,4.46,2.2765,10.83,4,NA,NA,56,50,125
"propeller",35,4.36,4.9,1.8976,7,9,NA,NA,31,26,57
"proprietor",30,4.884615385,4.24,1.7853,12.21,10,13,622,27,20,40
"prosecutor",41,4.64,4.24,2.5647,11.47,10,NA,NA,30,23,59
"prosthesis",36,4.689655172,4.19,1,13.22,10,NA,NA,28,20,52
"prostitute",32,5,4.28,2.5866,11.78,10,NA,NA,25,22,51
"protester",38,4.8,3.96,1.0414,11.06,9,NA,NA,26,21,45
"protractor",29,5.434782609,4,0.6021,9.75,10,13,NA,26,22,55
"prune",35,5.074074074,4.7,1.8808,7.85,5,14,NA,26,23,69
"pub",34,4.666666667,4.71,2.281,12.05,3,6,NA,34,29,90
"publication",32,4.48,4.41,1.959,10.89,11,17,NA,28,24,56
"publisher",20,4.44,4.24,2.3636,11.15,9,11,NA,26,23,48
"puck",28,4.608695652,4.5,2.1703,7.79,4,13,NA,32,22,64
"pudding",34,5.958333333,4.9,2.4983,4.79,7,13,119,33,30,80
"puddle",36,5,4.67,2,5.37,6,8,121,27,24,72
"pug",31,5.965517241,4.62,1.7243,9.17,3,NA,NA,27,24,71
"puke",24,4.5,4.59,2.5051,6.94,4,13,NA,31,26,45
"pulley",43,5.208333333,4.74,1.3617,9.9,6,NA,NA,32,29,67
"pullover",27,4.56,4.32,1.1461,8.05,8,NA,NA,32,20,49
"pulp",28,5.208333333,4.3,1.9731,9.63,4,NA,NA,25,19,41
"pumice",25,4.857142857,3.85,0.9031,12.18,6,NA,NA,27,23,39
"pump",22,4.347826087,4.31,2.8102,6.06,4,21,NA,36,25,51
"pumpernickel",27,5.130434783,4.77,1.699,NA,12,NA,NA,27,23,62
"pumpkin",29,5.708333333,4.9,2.7435,4.78,7,8,NA,25,23,74
"punchbowl",37,5.25,4.85,1,8.44,9,NA,NA,27,24,69
"punter",24,4.464285714,4.07,0.7782,9.71,6,NA,NA,26,22,38
"pup",27,5.44,4.61,2.2175,5.11,3,NA,NA,30,22,62
"pupil",22,4.8,4.55,2.2068,8.06,5,4,589,26,23,42
"puppet",42,5.739130435,4.64,2.4472,5,6,NA,NA,33,32,86
"puppy",54,6.25,4.78,2.7672,3.28,5,7,696,34,31,146
"purse",36,6.291666667,4.9,3.0039,5.53,5,12,121,31,28,71
"pushcart",27,5.272727273,4.25,1.2553,9.39,8,NA,NA,32,30,68
"putty",37,5,4.48,1.9731,7.72,5,NA,NA,29,21,51
"puzzle",28,5.44,4.75,2.574,5.11,6,13,105,30,21,43
"quadriceps",38,4.5,4.36,0.699,13.42,10,NA,NA,31,26,76
"quarter",43,5.333333333,4.43,3.1232,5.79,7,15,100,35,30,99
"quarterback",35,4.346153846,4.61,2.3874,7.63,11,NA,NA,26,20,46
"quarters",31,5.909090909,4.57,2.9165,6.32,8,NA,NA,27,24,62
"questionnaire",36,4.461538462,4.24,1.6128,10.84,13,NA,NA,30,27,59
"quiche",33,5.727272727,4.53,1.6435,13.13,6,NA,NA,25,24,64
"quill",26,4.565217391,5,2.1461,9.04,5,6,NA,29,28,60
"quilt",32,5.826086957,5,1.6021,6.55,5,16,107,27,26,68
"rabbit",34,5,4.93,3.029,3.94,6,27,667,24,22,75
"racehorse",35,5.208333333,4.83,1.7782,6.67,9,NA,NA,35,33,95
"rack",22,4.68,4.48,2.5999,6.26,4,24,NA,34,30,64
"racket",28,5.24,4.26,2.5798,8.2,6,3,104,29,23,59
"radiator",20,5.217391304,4.78,2.017,8.53,8,15,NA,26,23,48
"radio",32,5.291666667,4.74,3.5952,5.17,5,13,113,27,25,66
"radiologist",28,4.913043478,4.52,1.3222,12.83,11,NA,NA,34,29,53
"radish",35,5.846153846,4.87,1.5051,5.25,6,14,NA,33,26,71
"raft",46,5.36,5,2.382,7.35,4,17,104,31,29,74
"rag",39,5.666666667,4.67,2.3892,5.22,3,18,NA,40,38,120
"rail",31,5.517241379,4.9,2.3692,7.89,4,14,108,27,21,49
"railroad",26,4.333333333,5,2.8028,6.06,8,7,124,27,24,45
"rain",40,4.958333333,4.97,3.3971,3.6,4,18,160,56,50,133
"raincoat",35,5.954545455,5,1.9294,5.5,8,NA,NA,36,34,95
"raindrop",29,5.208333333,4.89,1.1139,6.11,8,NA,NA,31,25,59
"rainwater",36,5.407407407,4.64,1.0792,6.21,9,NA,NA,29,25,79
"raisin",33,5.64,4.97,1.9243,5.05,6,12,NA,34,31,98
"rake",29,6.136363636,4.84,2.1847,5.32,4,9,NA,34,30,64
"ramp",33,4.666666667,4.69,2.1703,7.28,4,NA,NA,37,35,97
"rancher",39,4.68,4.83,1.6812,9.72,7,NA,NA,27,21,54
"raspberry",38,5.884615385,4.93,1.9868,5.33,9,15,446,27,24,81
"rat",34,4.608695652,4.85,3.2212,5.11,3,19,656,31,24,61
"rattle",29,4.409090909,4.07,2.238,4.5,6,7,NA,26,20,44
"razor",24,6.12,4.9,2.5465,7.11,5,5,104,35,33,89
"receipt",49,5.28,4.86,2.5798,8.53,7,23,119,72,61,158
"receptacle",23,4.863636364,4.58,1.3617,10.24,10,NA,NA,26,22,51
"receptionist",34,4.68,4.36,1.9912,9.95,12,13,666,27,21,60
"record",34,4.75,4.15,3.6401,6.3,6,14,NA,25,24,64
"recorder",25,5.8,4.43,2.4031,8.37,8,NA,NA,28,22,46
"recruiter",29,4.347826087,4,1.5563,NA,9,NA,NA,32,24,52
"rectum",37,5.041666667,4.92,1.415,9.84,6,NA,NA,34,24,48
"reefer",25,4.52173913,4.54,1.699,13.76,6,NA,NA,25,20,54
"refrigerator",29,5.851851852,5,2.6314,4.11,12,9,126,28,26,68
"reindeer",33,4.5,4.7,2.238,3.58,8,11,641,33,23,60
"remote",39,4.357142857,3.44,2.8537,7.05,6,NA,NA,36,30,79
"repairer",21,4.583333333,4.29,0.301,9,8,NA,NA,35,31,57
"reptile",24,5,4.47,1.8633,6.05,7,8,633,27,20,50
"residence",46,4.333333333,4.34,2.6253,9.11,9,NA,NA,37,35,94
"respirator",29,4.923076923,4.56,1.5798,10.11,10,NA,NA,26,20,45
"restaurant",38,5.275862069,4.89,3.3755,5.95,10,12,108,26,25,70
"retriever",26,4.96,4.15,1.5911,8.74,9,NA,NA,25,24,44
"revolver",41,5.555555556,4.69,2.1523,9.26,8,NA,NA,30,29,95
"rhinestone",27,5.291666667,4.82,1.5185,11.06,10,NA,NA,33,24,65
"rhubarb",31,5.260869565,4.86,1.7482,10.53,7,NA,NA,28,23,64
"rib",24,5.92,4.9,2.48,6.3,3,22,372,28,25,55
"ribbon",26,6.375,4.89,2.4133,5.25,6,14,100,26,20,53
"rice",34,6.291666667,4.86,2.8865,3.72,4,19,269,25,23,78
"rifle",42,5.958333333,4.85,2.8716,7.85,5,10,100,29,29,102
"rind",27,5.130434783,4.48,1.1761,8.95,4,NA,NA,28,22,55
"ring",41,6.130434783,4.81,3.675,4.53,4,13,130,28,23,73
"rink",32,4.333333333,4.56,2.0414,8.69,4,NA,NA,35,34,85
"river",43,4.64,4.89,3.4518,4.9,5,20,291,29,27,100
"riverbank",28,4.64,4.68,1.5441,6.44,9,NA,NA,27,21,48
"riverboat",33,5.52,4.9,1.3222,7.9,9,NA,NA,28,24,59
"roach",29,4.708333333,4.96,2.1335,7.15,5,17,673,33,25,63
"road",30,5.896551724,4.75,3.7566,4.55,4,24,NA,30,30,80
"roadway",37,4.565217391,4.67,1.0792,6.89,7,NA,NA,33,31,93
"roast",23,4.821428571,4.4,2.699,8.5,5,16,NA,34,29,67
"robber",26,4.464285714,4.31,2.3802,5.74,6,16,604,28,25,46
"robe",35,5.909090909,5,2.6375,6.38,4,18,127,26,23,67
"robot",46,4.861185984,4.65,2.7938,5.35,5,15,138,30,27,66
"rock",42,5.48,4.91,3.643,3.22,4,13,116,28,26,81
"rocker",20,5.04,4.31,1.8129,7.06,6,NA,NA,28,24,56
"rod",32,4.454545455,4.43,2.7388,7.42,3,15,NA,29,25,60
"rodent",44,5.041666667,4.7,1.9685,6.95,6,5,675,28,23,65
"roll",32,4.44,4.16,3.5089,4.47,4,20,NA,30,27,58
"rook",40,4.772727273,4.38,1.8573,11.59,4,NA,NA,31,25,63
"roommate",66,5.16,4.52,2.7649,9.21,8,19,696,38,32,121
"roosters",37,4.6,4.93,1.2304,NA,8,NA,NA,28,24,70
"root",31,4.583333333,4.34,2.7284,5.94,4,10,448,28,22,49
"rope",44,6.2,4.93,3.0641,5.44,4,21,NA,28,27,89
"rosary",36,5.791666667,4.63,1.7924,8.21,6,NA,NA,38,31,69
"rose",40,5.76,4.9,3.4322,6.11,4,10,NA,28,26,94
"rosebush",30,5.333333333,4.69,0.7782,4.89,8,NA,NA,24,22,55
"rosemary",32,5.379310345,4.68,2.4031,NA,8,NA,NA,25,22,58
"rosewater",22,5.25,4.58,0.4771,10.69,9,NA,NA,26,20,42
"rotisserie",22,4.791666667,4.23,1,11.26,10,NA,NA,34,30,61
"rowboat",39,5.375,4.81,1.7404,6.05,7,NA,NA,27,21,66
"rubber",32,5.304347826,4.86,2.8543,7.62,6,20,NA,28,20,43
"rubbish",28,4.666666667,3.64,2.4564,10.63,7,NA,NA,27,23,50
"ruby",39,4.76,4.77,2.7839,6.83,4,10,132,35,24,81
"rucksack",31,5.041666667,4.14,0.9542,14.3,8,NA,NA,28,23,77
"rug",42,6.173913043,4.79,2.7259,4.61,3,12,NA,26,24,82
"ruler",34,5.25,4.66,2.2122,5.94,5,16,232,24,23,61
"rum",28,5.64,4.93,2.5832,11.56,3,10,NA,28,26,61
"runner",45,4.608695652,4.86,2.4048,5,6,27,676,32,25,74
"rye",24,4.407407407,4.74,2.3284,9.26,3,2,420,28,21,64
"sack",23,5.083333333,4.84,2.8195,5.83,4,9,121,26,23,49
"sackcloth",18,4.913043478,4.65,0.9542,11.46,9,NA,NA,25,20,36
"saddle",28,4.954545455,4.85,2.6021,6.42,6,4,144,34,27,64
"saddlebag",32,5.409090909,4.88,1.1461,11.37,9,NA,NA,28,24,64
"saffron",41,4.666666667,4.44,1.5051,14.89,7,NA,NA,28,26,73
"sage",37,4.375,4.54,1.9542,11.39,4,14,483,36,33,83
"sailboat",44,5.266216216,4.89,1.9191,4.65,8,NA,NA,26,21,78
"sailcloth",37,4.454545455,4.39,0.4771,10.69,9,NA,NA,27,23,60
"salad",49,6.111111111,4.97,2.939,5.61,5,15,232,40,37,118
"salamander",37,4.714285714,4.7,0.9542,6.89,10,NA,NA,24,22,64
"salesgirl",39,4.769230769,4.46,1.3424,7.89,9,NA,NA,33,29,66
"saleslady",48,4.28,4.65,0.9542,8.83,9,NA,NA,28,26,72
"salesman",24,4.84,4.81,2.7267,8.29,8,28,662,34,28,51
"saleswoman",33,4.608695652,4.8,1.2041,7.8,10,NA,NA,35,31,73
"salmon",31,4.454545455,4.81,2.525,8,6,6,687,28,25,75
"saloon",29,4.301480485,4.68,2.42,9,6,7,NA,26,20,48
"salt",44,5.260869565,4.89,2.9983,5.05,4,7,100,39,38,106
"saltshaker",45,6,4.96,0.8451,5.42,10,NA,NA,33,31,79
"saltwater",33,5.192307692,4.77,1.5051,9.39,9,NA,NA,32,25,56
"salve",33,4.692307692,4,1.4771,9.12,5,NA,NA,26,24,54
"sand",38,5.956521739,5,3.0154,4.63,4,8,NA,27,20,56
"sandalwood",27,4.36,4.71,1.1461,13,10,NA,NA,28,20,43
"sandbag",32,5.25,4.68,1.301,7.83,7,NA,NA,29,24,50
"sandbank",37,4.52,4.83,0.4771,8.79,8,NA,NA,32,26,55
"sandbox",27,5.777777778,4.86,1.7404,4.14,7,NA,NA,29,25,55
"sandcastle",30,5.095238095,4.96,0.699,5.42,10,NA,NA,28,25,51
"sandpaper",36,5.913043478,4.85,1.3617,6.33,9,11,NA,28,20,60
"sandwich",30,6.333333333,4.9,3.0488,4.79,8,18,NA,27,24,75
"sangria",24,4.863636364,4.45,0.9542,15.11,7,NA,NA,27,27,53
"sapling",22,4.304347826,4.52,1,9.2,7,NA,NA,25,20,35
"sapphire",37,5.125,4.76,1.7924,9.22,8,12,138,30,23,54
"sardine",31,4.869565217,5,1.6721,7.74,7,11,NA,36,30,79
"sarong",25,5.357142857,4.5,0.9031,12.92,6,NA,NA,28,21,49
"sash",33,4.916666667,4.67,1.7709,7.67,4,19,NA,34,24,56
"satchel",16,5.583333333,4.73,1.8808,12.35,7,NA,NA,29,26,60
"satin",26,5.125,4.57,2.1271,10.37,5,9,NA,33,21,48
"sauce",39,5.130434783,4.75,2.9009,5.37,5,15,NA,34,32,108
"saucepan",39,6,4.67,0.9542,7.89,8,NA,NA,27,27,84
"sauerkraut",18,5.148148148,4.54,1.716,9.26,10,NA,NA,26,23,56
"sauna",33,5.363636364,4.68,1.8451,10.28,5,NA,NA,37,36,83
"sausage",34,6.48,4.88,2.5999,6.05,7,25,NA,28,24,74
"saw",18,4.76,4.46,4.3123,5.36,3,13,NA,26,24,42
"sawdust",28,4.4,4.93,1.4914,7.16,7,NA,NA,27,20,43
"sawhorse",31,5.125,4.78,0.301,9.58,8,NA,NA,26,23,49
"saxophone",16,6.222222222,5,1.9395,9.1,9,17,104,49,41,84
"scab",30,4.958333333,4.71,1.5185,6.65,4,NA,NA,26,23,65
"scale",31,5.652173913,4.39,2.6866,8.85,5,14,113,34,30,64
"scallion",40,5.173913043,4.72,0.9542,NA,8,NA,NA,27,24,73
"scallop",25,5.48,4.61,1,11.26,7,10,NA,24,22,52
"scalp",27,5.25,4.82,2.2765,6.68,5,9,NA,25,20,43
"scalpel",32,5.545454545,4.86,2.2095,10.73,7,12,NA,31,31,69
"scanner",26,5.444444444,4.79,2.179,11.37,7,NA,NA,27,24,49
"scapula",29,4.684210526,4.08,1.1761,14.88,7,NA,NA,26,22,41
"scar",33,4.608695652,4.74,2.6365,5.68,4,26,235,37,29,53
"scarecrow",15,5,4.68,1.9542,5.56,9,13,NA,25,20,33
"scarf",35,6.434782609,4.97,2.3802,5.68,5,17,104,28,24,80
"school",40,5.16,4.79,4.2302,3.89,6,22,119,27,25,79
"schoolboy",31,4.92,4.5,1.8325,6.63,9,NA,NA,31,23,61
"schoolgirl",38,4.625,4.66,1.9868,6.68,10,NA,NA,29,27,68
"schoolhouse",32,5.291666667,4.86,1.7634,6.76,11,NA,NA,30,26,70
"schoolwork",43,4.5,4.1,1.699,5.21,10,NA,NA,28,26,73
"scientist",31,4.47826087,4.24,2.7938,6.89,9,17,674,34,28,65
"scissors",21,6.291666667,4.85,2.534,4.5,8,4,131,60,60,135
"scoop",42,4.28,4.15,2.4624,5.14,5,13,NA,35,33,81
"scooter",35,5.913043478,4.96,2.1461,6.68,7,NA,NA,27,24,63
"scorecard",51,4.875,4.61,0.9542,7.53,9,NA,NA,39,33,84
"scorpion",39,4.32,4.84,2.1367,7.84,8,NA,NA,32,26,70
"scotch",31,5.4,4.55,2.8768,11.83,6,14,NA,31,25,71
"scrapbook",36,5.84,4.76,1.7924,7.56,9,NA,NA,28,27,80
"scraper",30,5.12,4.23,0.7782,8.18,7,NA,NA,30,24,63
"scratches",53,4.4,4.59,2.0934,NA,9,NA,NA,34,30,81
"screen",38,5.041666667,4.6,3.077,5.84,6,16,NA,27,26,67
"screw",35,5.708333333,4.81,3.2817,6.65,5,14,104,32,29,67
"screwdriver",42,6.52173913,4.9,2.1106,6,11,12,NA,31,31,82
"scribbling",27,4.814814815,4.1,1.4914,NA,10,NA,NA,27,26,61
"script",39,5.041666667,4.72,3.0004,9.79,6,NA,NA,24,23,74
"scrotum",20,5.291666667,4.87,1.4771,14.44,7,NA,NA,28,19,37
"scrubber",20,4.32,4.52,1.1461,8.21,8,NA,NA,32,31,66
"sculpture",46,5.782608696,4.79,2.2041,7.47,9,20,NA,32,29,86
"scythe",26,4.727272727,4.29,1.2304,11.87,6,NA,NA,26,25,58
"sea",41,4.653846154,4.79,3.4847,4.74,3,15,NA,27,24,84
"seam",22,4.44,4.5,1.5315,7.6,4,13,NA,28,23,39
"seamstress",23,4.4,4.43,1.4472,9.71,10,NA,NA,26,25,67
"seaplane",30,4.333333333,4.75,1.0792,11.47,8,NA,NA,25,24,62
